rowlabel,split,sex,yrsarea,resyrago,work2,tenure1,livharm1,agegrp7,ethgrp2a,educat3,rural2,edeprivex,IndivWgtx,bcsvictim,rubbcomm,vandcomm,poorhou,Total
136594140,B (Attitudes to the CJS),Female,20 years or longer,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,Asian or Asian British,Degree or diploma,Urban,5,2.2,Victim of crime,Not very common,Not very common,Not very common,3
136356100,B (Attitudes to the CJS),Male,20 years or longer,,No,Buying it with the help of a mortgage or loan,Single,65-74,White,Degree or diploma,Urban,4,0.59,Not a victim of crime,Not very common,Not very common,Not very common,3
136687110,C (Crime prevention and security),Female,20 years or longer,,No,Buying it with the help of a mortgage or loan,Separate,45-54,Asian or Asian British,Degree or diploma,Urban,2,1.09,Not a victim of crime,Not very common,Not very common,Not very common,3
136536250,A (Experiences of the police),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Single,25-34,White,O level/GCSE,Rural,5,1.26,Victim of crime,Fairly common,Not at all common,Not very common,3
136496100,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Cohabiting,55-64,White,O level/GCSE,Rural,3,1,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136040100,B (Attitudes to the CJS),Male,12 months but less than 2 years,Yes,Yes,Buying it with the help of a mortgage or loan,Single,45-54,White,Degree or diploma,Urban,2,0.7,Not a victim of crime,Not very common,Not very common,Not very common,3
147440090,A (Experiences of the police),Female,3 years but less than 5 years,No,No,Rent it,Single,25-34,White,None,Urban,1,0.76,Victim of crime,Not at all common,Not at all common,Fairly common,2
136540070,C (Crime prevention and security),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,O level/GCSE,Rural,,0.5,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147307250,A (Experiences of the police),Female,12 months but less than 2 years,Yes,No,Rent it,Divorced,55-64,White,None,Urban,2,1.22,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136063060,B (Attitudes to the CJS),Female,10 years but less than 20 years,,No,Rent it,Married/Civil Partnered,35-44,White,Apprenticeship or A/AS level,Urban,1,0.89,Not a victim of crime,Not very common,Not at all common,Not at all common,1
136842070,C (Crime prevention and security),Female,20 years or longer,,Yes,Rent it,Single,45-54,White,O level/GCSE,Urban,1,0.56,Victim of crime,Fairly common,Fairly common,Not very common,5
136056210,A (Experiences of the police),Female,3 years but less than 5 years,,Yes,Rent it,Divorced,55-64,White,Apprenticeship or A/AS level,Urban,4,0.48,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136759040,D (Online Security),Male,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,1,1.31,Victim of crime,Not at all common,Not at all common,Not at all common,0
136936140,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Widowed,75+,White,None,Urban,5,0.65,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147239150,C (Crime prevention and security),Female,10 years but less than 20 years,,Yes,Rent it,Divorced,55-64,White,None,Urban,1,0.61,Not a victim of crime,Not very common,Not at all common,Not at all common,1
135592090,A (Experiences of the police),Male,5 years but less than 10 years,,No,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Single,16-24,White,O level/GCSE,Rural,3,1.25,Victim of crime,Not at all common,Not at all common,Not at all common,0
137039200,D (Online Security),Male,10 years but less than 20 years,No,Yes,Rent it,Single,45-54,White,O level/GCSE,Urban,3,1.32,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147442170,A (Experiences of the police),Male,20 years or longer,Yes,Yes,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Divorced,55-64,White,O level/GCSE,Rural,3,0.62,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136131080,D (Online Security),Female,20 years or longer,,Yes,Own it outright,Divorced,55-64,White,None,Rural,,0.24,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136434010,A (Experiences of the police),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Single,35-44,White,Degree or diploma,Urban,1,2.27,Not a victim of crime,Not very common,Not at all common,Not at all common,1
147320040,D (Online Security),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,O level/GCSE,Urban,5,0.92,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136912130,A (Experiences of the police),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,White,Degree or diploma,Rural,5,0.95,Victim of crime,Not very common,Not at all common,Not at all common,1
136287290,A (Experiences of the police),Female,10 years but less than 20 years,,No,Rent it,Single,25-34,Black or Black British,Degree or diploma,Urban,1,0.75,Not a victim of crime,Not very common,Not very common,Not very common,3
147464270,C (Crime prevention and security),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,Degree or diploma,Urban,3,1.27,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136245270,C (Crime prevention and security),Female,5 years but less than 10 years,,Yes,Rent it,Divorced,35-44,White,Degree or diploma,Urban,1,0.36,Not a victim of crime,Not very common,Not at all common,Not very common,2
136808300,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Own it outright,Single,16-24,White,O level/GCSE,Urban,5,1.65,Victim of crime,Not at all common,Not at all common,Not at all common,0
147556230,C (Crime prevention and security),Male,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Apprenticeship or A/AS level,Rural,4,0.92,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136860030,C (Crime prevention and security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,None,Urban,3,1.34,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147325040,D (Online Security),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,O level/GCSE,Urban,4,2.53,Not a victim of crime,Not very common,Not very common,Not very common,3
136124300,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,Apprenticeship or A/AS level,Rural,4,0.52,Not a victim of crime,Not very common,Not at all common,Not very common,2
136480040,D (Online Security),Female,20 years or longer,Yes,Yes,Buying it with the help of a mortgage or loan,Single,35-44,White,Degree or diploma,Rural,4,0.31,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147447270,C (Crime prevention and security),Female,2 years but less than 3 years,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,5,0.57,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136250220,B (Attitudes to the CJS),Female,5 years but less than 10 years,,No,Rent it,Single,25-34,White,O level/GCSE,Urban,1,0.58,Not a victim of crime,Fairly common,Fairly common,Not very common,5
136579180,B (Attitudes to the CJS),Male,20 years or longer,Yes,No,Rent it,Cohabiting,25-34,White,None,Urban,3,1.64,Not a victim of crime,Not very common,Not very common,Not very common,3
147481070,C (Crime prevention and security),Female,20 years or longer,,Yes,Rent it,Divorced,55-64,White,Degree or diploma,Urban,1,1.02,Not a victim of crime,Fairly common,Not at all common,Not very common,3
136950010,A (Experiences of the police),Female,10 years but less than 20 years,,Yes,Rent it,Cohabiting,35-44,White,Degree or diploma,Rural,,0.8,Not a victim of crime,Not very common,Not at all common,Not at all common,1
147615110,C (Crime prevention and security),Female,10 years but less than 20 years,,Yes,Rent it,Single,45-54,Asian or Asian British,None,Urban,1,1.77,Not a victim of crime,Fairly common,Not very common,Not very common,4
137173170,A (Experiences of the police),Male,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Single,35-44,White,Apprenticeship or A/AS level,Urban,3,0.29,Not a victim of crime,Not very common,Not very common,Not very common,3
136613050,A (Experiences of the police),Female,12 months but less than 2 years,Yes,Yes,Buying it with the help of a mortgage or loan,Cohabiting,35-44,White,Degree or diploma,Rural,3,0.93,Not a victim of crime,Not very common,Not at all common,Not at all common,1
136637220,B (Attitudes to the CJS),Female,10 years but less than 20 years,,No,Rent it,Cohabiting,35-44,White,Apprenticeship or A/AS level,Urban,2,0.99,Not a victim of crime,Not very common,Not very common,Not very common,3
137021260,B (Attitudes to the CJS),Female,2 years but less than 3 years,,No,Rent it,Single,35-44,Black or Black British,Degree or diploma,Urban,1,0.54,Not a victim of crime,Fairly common,Not very common,Not very common,4
136123060,B (Attitudes to the CJS),Male,20 years or longer,No,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Apprenticeship or A/AS level,Rural,3,0.81,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136695050,A (Experiences of the police),Female,10 years but less than 20 years,,No,Own it outright,Married/Civil Partnered,55-64,Chinese or Other,Degree or diploma,Urban,3,1.1,Not a victim of crime,Not very common,Not very common,Not very common,3
136125320,D (Online Security),Female,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,65-74,White,Other,Urban,3,0.63,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147357060,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Rent it,Married/Civil Partnered,45-54,White,Apprenticeship or A/AS level,Urban,,0.8,Not a victim of crime,Fairly common,Not very common,Not very common,4
136129270,C (Crime prevention and security),Male,20 years or longer,,No,Own it outright,Widowed,75+,White,Degree or diploma,Rural,,0.27,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
137048130,A (Experiences of the police),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,Degree or diploma,Rural,5,0.93,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147416020,B (Attitudes to the CJS),Female,3 years but less than 5 years,,No,Rent it,Married/Civil Partnered,25-34,Asian or Asian British,Apprenticeship or A/AS level,Urban,4,1.35,Victim of crime,Not very common,Not very common,Not very common,3
136006190,C (Crime prevention and security),Male,10 years but less than 20 years,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,4,1.33,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136957060,B (Attitudes to the CJS),Female,10 years but less than 20 years,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,Asian or Asian British,Degree or diploma,Urban,4,1.18,Not a victim of crime,Not very common,Not very common,Not very common,3
136255010,A (Experiences of the police),Female,20 years or longer,,No,Buying it with the help of a mortgage or loan,Cohabiting,25-34,White,Apprenticeship or A/AS level,Urban,4,0.41,Not a victim of crime,Not very common,Not very common,Not very common,3
136206260,B (Attitudes to the CJS),Female,20 years or longer,,Yes,Rent it,Divorced,45-54,White,O level/GCSE,Rural,3,0.34,Victim of crime,Not very common,Not at all common,Not at all common,1
137185190,C (Crime prevention and security),Female,20 years or longer,,No,Own it outright,Widowed,75+,White,Degree or diploma,Urban,5,0.51,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147528240,D (Online Security),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Apprenticeship or A/AS level,Urban,3,0.6,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136369290,A (Experiences of the police),Male,5 years but less than 10 years,,No,Own it outright,Widowed,75+,White,Degree or diploma,Rural,4,0.52,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
