rowlabel,split,sex,yrsarea,resyrago,work2,tenure1,livharm1,agegrp7,ethgrp2a,educat3,rural2,edeprivex,wdeprivex,IndivWgtx,cause2m,walkdark,walkday,homealon,wburgl,wmugged,wcarstol,wfromcar,wraped,wattack,wraceatt,worryx,bcsvictim,rubbcomm,vandcomm,poorhou,antisocx
147636250,A (Experiences of the police),Male,20 years or longer,,No,Own it outright,Widowed,75+,White,Degree or diploma,Urban,,2,0.29,,,,,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,-0.43
136344150,C (Crime prevention and security),Female,10 years but less than 20 years,,No,Own it outright,Divorced,65-74,White,O level/GCSE,Urban,2,,0.28,,,,,Not very worried,Not at all worried,,,Fairly worried,Fairly worried,Not very worried,0.31,Not a victim of crime,Not very common,Not very common,Not very common,
137008110,C (Crime prevention and security),Female,Less than 12 months,No,No,Rent it,Cohabiting,16-24,White,Degree or diploma,Urban,4,,1.05,,,,,Not very worried,Not very worried,,,Not very worried,Not very worried,Not at all worried,-0.25,Not a victim of crime,Not very common,Not at all common,Not at all common,
136067290,A (Experiences of the police),Male,10 years but less than 20 years,Yes,Yes,Refusal,Married/Civil Partnered,45-54,White,None,Urban,2,,1.05,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,0.39
147233290,A (Experiences of the police),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Apprenticeship or A/AS level,Urban,4,,1.32,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,0.23
136249070,C (Crime prevention and security),Female,10 years but less than 20 years,,No,Own it outright,Cohabiting,45-54,White,Degree or diploma,Urban,4,,0.99,,,,,Not very worried,Not at all worried,,,Not at all worried,Not at all worried,Not at all worried,-1.13,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136394050,A (Experiences of the police),Female,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,65-74,White,Degree or diploma,Urban,5,,1.01,,,,,,,,,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,-0.77
136440090,A (Experiences of the police),Male,5 years but less than 10 years,,No,Own it outright,Single,16-24,White,Degree or diploma,Urban,2,,2.27,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,0.01
135507120,D (Online Security),Female,10 years but less than 20 years,,No,Own it outright,Married/Civil Partnered,55-64,Mixed,None,Urban,1,,1.12,D. Lack of discipline from parents,Fairly safe,Fairly safe,Fairly safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
136990210,A (Experiences of the police),Male,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Single,25-34,Asian or Asian British,Degree or diploma,Urban,5,,0.67,,,,,,,,,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,-0.24
137038200,D (Online Security),Male,5 years but less than 10 years,,Yes,Own it outright,Married/Civil Partnered,55-64,White,O level/GCSE,Urban,2,,1.25,D. Lack of discipline from parents,Very safe,Very safe,Very safe,,,,,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,
136741270,C (Crime prevention and security),Male,10 years but less than 20 years,,No,Rent it,Married/Civil Partnered,75+,White,None,Urban,1,,0.74,,,,,Not very worried,Not very worried,,,Not at all worried,Not at all worried,Not at all worried,-0.82,Not a victim of crime,Not at all common,Not at all common,Not at all common,
137173160,D (Online Security),Female,10 years but less than 20 years,,Yes,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Single,25-34,White,Degree or diploma,Urban,3,,0.96,G. Unemployment,A bit unsafe,Fairly safe,Fairly safe,,,,,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,
137151280,D (Online Security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,Degree or diploma,Urban,4,,0.56,H. Breakdown of family,A bit unsafe,Fairly safe,Fairly safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
136683240,D (Online Security),Male,Less than 12 months,No,Yes,Rent it,Single,16-24,Black or Black British,Degree or diploma,Urban,2,,0.94,D. Lack of discipline from parents,Very safe,Very safe,Very safe,,,,,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,
136720320,D (Online Security),Male,20 years or longer,,No,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Married/Civil Partnered,25-34,Asian or Asian British,Degree or diploma,Urban,1,,5.17,E. Drugs,Very unsafe,Very safe,Fairly safe,,,,,,,,,Not a victim of crime,Fairly common,Not very common,Not very common,
147512290,A (Experiences of the police),Male,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,White,Degree or diploma,Urban,3,,1.45,,,,,,,,,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,0.69
135407300,B (Attitudes to the CJS),Female,2 years but less than 3 years,,No,Rent it,Single,25-34,White,O level/GCSE,Urban,1,,0.31,,,,,,,,,,,,,Not a victim of crime,Fairly common,Not very common,Not very common,
137151290,A (Experiences of the police),Male,3 years but less than 5 years,,No,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Single,16-24,Asian or Asian British,O level/GCSE,Urban,4,,0.65,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,0.31
136429250,A (Experiences of the police),Female,20 years or longer,,No,Rent it,Divorced,45-54,White,None,Urban,1,,2.62,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,1.29
136179020,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,Degree or diploma,Urban,4,,1.25,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
147622270,C (Crime prevention and security),Female,5 years but less than 10 years,,Yes,Rent it,Divorced,35-44,White,Degree or diploma,Rural,5,,0.39,,,,,Not very worried,Not very worried,,,Not at all worried,Not at all worried,Not at all worried,-0.82,Not a victim of crime,Not very common,Not very common,Not very common,
136753160,D (Online Security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,55-64,White,Apprenticeship or A/AS level,Urban,1,,0.54,E. Drugs,Very unsafe,Fairly safe,Fairly safe,,,,,,,,,Victim of crime,Fairly common,Fairly common,Not very common,
147359240,D (Online Security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,55-64,White,Degree or diploma,Urban,,1,0.51,E. Drugs,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
147432260,B (Attitudes to the CJS),Male,10 years but less than 20 years,No,Yes,Rent it,Single,25-34,White,Apprenticeship or A/AS level,Urban,1,,0.78,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
147364200,D (Online Security),Male,10 years but less than 20 years,,Yes,Rent it,Single,25-34,White,O level/GCSE,Urban,,1,1.58,A. Too lenient sentencing,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
135534010,A (Experiences of the police),Female,Less than 12 months,No,Yes,Rent it,Single,16-24,White,O level/GCSE,Urban,3,,0.67,,,,,,,,,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,0.8
147469130,A (Experiences of the police),Male,2 years but less than 3 years,,No,Rent it,Cohabiting,25-34,White,O level/GCSE,Rural,2,,0.88,,,,,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not very common,0
136273270,C (Crime prevention and security),Female,3 years but less than 5 years,,No,Buying it with the help of a mortgage or loan,Separate,25-34,White,O level/GCSE,Urban,,2,0.56,,,,,Fairly worried,Not very worried,,,Not very worried,Not very worried,Not at all worried,0.01,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136306030,C (Crime prevention and security),Male,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,O level/GCSE,Urban,1,,1.33,,,,,Fairly worried,Fairly worried,,,Not at all worried,Fairly worried,Not at all worried,0.36,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136213060,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,55-64,White,Apprenticeship or A/AS level,Urban,3,,1.25,,,,,,,Fairly worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
147455290,A (Experiences of the police),Male,20 years or longer,,No,Own it outright,Widowed,75+,White,Degree or diploma,Urban,4,,0.56,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.2
137190140,B (Attitudes to the CJS),Female,20 years or longer,,No,Rent it,Divorced,45-54,White,None,Urban,1,,0.55,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
137075120,D (Online Security),Male,12 months but less than 2 years,Yes,No,Own it outright,Widowed,65-74,White,None,Rural,4,,0.4,E. Drugs,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
137079100,B (Attitudes to the CJS),Female,2 years but less than 3 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Other,Rural,3,,0.57,,,,,,,Fairly worried,Not at all worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
147255190,C (Crime prevention and security),Female,12 months but less than 2 years,Yes,No,Rent it,Single,16-24,White,Apprenticeship or A/AS level,Urban,1,,5.1,,,,,Not very worried,Fairly worried,,,Not very worried,Not very worried,Not very worried,0.35,Not a victim of crime,Fairly common,Not very common,Fairly common,
137112310,C (Crime prevention and security),Female,5 years but less than 10 years,,No,Rent it,Married/Civil Partnered,45-54,White,O level/GCSE,Urban,1,,1.2,,,,,Very worried,Very worried,,,Very worried,Very worried,Very worried,2.9,Victim of crime,Fairly common,Fairly common,Fairly common,
137056060,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,55-64,Asian or Asian British,Degree or diploma,Urban,3,,0.79,,,,,,,Fairly worried,Fairly worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
137056130,A (Experiences of the police),Male,12 months but less than 2 years,Yes,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,Asian or Asian British,O level/GCSE,Rural,5,,1.81,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.08
136963150,C (Crime prevention and security),Male,Less than 12 months,No,Yes,Rent it,Single,25-34,White,O level/GCSE,Urban,1,,0.88,,,,,Fairly worried,Fairly worried,,,Not at all worried,Not very worried,Not at all worried,0.05,Victim of crime,Not at all common,Not at all common,Not at all common,
147260160,D (Online Security),Male,12 months but less than 2 years,Yes,No,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Single,16-24,White,Apprenticeship or A/AS level,Urban,1,,1.62,F. Alcohol,Very safe,Very safe,Very safe,,,,,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,
137116190,C (Crime prevention and security),Female,3 years but less than 5 years,,No,Rent it,Widowed,75+,White,None,Urban,1,,0.67,,,,,Fairly worried,Not very worried,,,Not very worried,Not at all worried,Not at all worried,-0.3,Not a victim of crime,Not at all common,Not at all common,Not very common,
147453210,A (Experiences of the police),Female,10 years but less than 20 years,,Yes,Own it outright,Cohabiting,45-54,White,Degree or diploma,Rural,3,,1.16,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not very common,-0.73
137207090,A (Experiences of the police),Male,20 years or longer,,Yes,Rent it,Single,45-54,White,Apprenticeship or A/AS level,Urban,1,,1.06,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,0.95
147511150,C (Crime prevention and security),Male,3 years but less than 5 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,5,,1.27,,,,,Not very worried,Not at all worried,,,Not at all worried,Not at all worried,Not at all worried,-1.13,Not a victim of crime,Not at all common,Not at all common,Not at all common,
135519300,B (Attitudes to the CJS),Male,2 years but less than 3 years,,No,Rent it,Single,35-44,Chinese or Other,Degree or diploma,Urban,2,,0.66,,,,,,,,,,,,,Not a victim of crime,Fairly common,Not coded,Fairly common,
147578320,D (Online Security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,O level/GCSE,Rural,3,,1.19,H. Breakdown of family,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136498230,C (Crime prevention and security),Male,12 months but less than 2 years,Yes,Yes,Own it outright,Separate,45-54,White,Degree or diploma,Urban,4,,0.54,,,,,Not very worried,Not at all worried,,,Not at all worried,Not at all worried,Not at all worried,-1.13,Victim of crime,Not at all common,Not at all common,Not at all common,
136315220,B (Attitudes to the CJS),Female,10 years but less than 20 years,,No,Own it outright,Married/Civil Partnered,35-44,White,Apprenticeship or A/AS level,Urban,5,,1.33,,,,,,,Fairly worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136964190,C (Crime prevention and security),Male,Less than 12 months,No,Yes,Rent it,Single,16-24,White,O level/GCSE,Urban,1,,1.77,,,,,Not very worried,Not very worried,,,Not at all worried,Not very worried,Fairly worried,0.06,Not a victim of crime,Fairly common,Not very common,Not very common,
137103240,D (Online Security),Male,12 months but less than 2 years,Yes,Yes,Rent it,Single,25-34,Black or Black British,Degree or diploma,Urban,2,,0.93,H. Breakdown of family,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
136769040,D (Online Security),Male,20 years or longer,,No,Rent it,Married/Civil Partnered,55-64,White,Apprenticeship or A/AS level,Rural,3,,1.58,D. Lack of discipline from parents,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not very common,
